name,frames,duration_s,fps,com_speed_mean,com_speed_p95,com_height_range,com_height_std,angmom_mean,angmom_peak,joint_vel_p95,joint_vel_max,jerk_p95,flight_phase_frac,nonfoot_contact_frac,nonfoot_ground_frac,double_support_frac,foot_clearance_p1,foot_clearance_p50,foot_penetration_max,body_penetration_max,contact_switch_rate,support_margin_mean,support_margin_min,required_mu_p50,required_mu_p95,vert_force_bw_p95,vert_force_bw_max,cop_margin_mean,cop_margin_min
KIT_291_push_recovery_right04_poses_100_jpos,400,8.0,50.0,0.3436,0.8156,0.0538,0.0152,0.3482,1.4236,1.0458,7.7361,321.48,0.59,0.0,0.0,0.3225,0.0,0.02856,4e-05,4e-05,1.25,-0.3238,-0.5,0.0442,0.1514,1.1457,1.3186,-0.0751,-0.2236
KIT_291_push_recovery_right05_poses_100_jpos,400,8.0,50.0,0.3458,0.8601,0.0495,0.0145,0.3577,1.0991,1.0107,7.1344,303.71,0.585,0.0,0.0,0.3025,-0.0,0.03108,2e-05,2e-05,1.625,-0.3183,-0.5,0.0455,0.1629,1.1469,1.3332,-0.0685,-0.3297
KIT_291_push_recovery_right08_poses_100_jpos,400,8.0,50.0,0.3371,0.7958,0.048,0.0135,0.3648,1.0516,1.0341,6.8555,299.56,0.5825,0.0,0.0,0.29,0.0,0.03021,2e-05,2e-05,1.0,-0.3204,-0.5,0.0463,0.1523,1.1484,1.2664,-0.0695,-0.2921
KIT_291_push_recovery_right09_poses_100_jpos,400,8.0,50.0,0.3652,1.0089,0.0614,0.0154,0.4031,1.3598,1.2128,6.7468,341.66,0.67,0.0,0.0,0.2025,-0.0,0.02914,1e-05,1e-05,1.25,-0.3591,-0.5,0.0469,0.2246,1.1516,1.4384,-0.066,-0.1865
KIT_291_push_recovery_stand_back01_poses_100_jpos,300,6.0,50.0,0.1854,0.8098,0.0204,0.0036,0.1713,1.0582,0.74,7.1797,182.54,0.1833,0.0,0.0,0.5667,0.0,0.007,0.0001,0.0001,1.0,-0.127,-0.5,0.0052,0.1812,1.1118,1.2366,-0.0501,-0.2631
KIT_291_push_recovery_stand_back02_poses_100_jpos,300,6.0,50.0,0.1718,0.8817,0.0308,0.0054,0.1508,1.0185,0.7811,8.0604,222.74,0.1233,0.0,0.0,0.7367,0.0,0.00549,0.00029,0.00029,1.6667,-0.1074,-0.5,0.0054,0.2341,1.1726,1.3424,-0.0559,-0.279
KIT_291_push_recovery_stand_back03_poses_100_jpos,301,6.02,50.0,0.1766,0.8607,0.0237,0.0045,0.15,0.9229,0.7737,7.9323,190.06,0.1561,0.0,0.0,0.6844,-0.0,0.00171,9e-05,9e-05,0.9967,-0.1093,-0.5,0.0047,0.1877,1.1214,1.3084,-0.0438,-0.146
KIT_291_push_recovery_stand_back04_poses_100_jpos,300,6.0,50.0,0.1804,0.8615,0.0297,0.0054,0.16,0.7385,0.7796,6.9852,206.27,0.1767,0.0,0.0,0.7033,0.0,0.00229,6e-05,6e-05,1.1667,-0.1209,-0.5,0.0072,0.1947,1.1175,1.3503,-0.0451,-0.2345
KIT_291_push_recovery_stand_back05_poses_100_jpos,188,3.76,50.0,0.2812,0.8803,0.0273,0.0047,0.2501,0.7605,1.018,7.2462,260.92,0.2713,0.0,0.0,0.4734,0.0,0.00253,0.0,0.0,1.5957,-0.1683,-0.5,0.0393,0.193,1.1394,1.2404,-0.0553,-0.2663
KIT_291_push_recovery_stand_back06_poses_100_jpos,300,6.0,50.0,0.1808,0.9213,0.0278,0.004,0.1783,0.8637,0.692,8.1506,212.45,0.1767,0.0,0.0,0.7,0.0,0.00545,4e-05,4e-05,1.6667,-0.1275,-0.5,0.0063,0.2134,1.0709,1.3533,-0.0509,-0.1117
KIT_291_push_recovery_stand_back07_poses_100_jpos,250,5.0,50.0,0.2122,0.8528,0.0271,0.004,0.1953,0.6364,0.9159,7.1963,250.24,0.22,0.0,0.0,0.64,0.0,0.0015,3e-05,3e-05,1.2,-0.147,-0.5,0.0102,0.2015,1.1504,1.3215,-0.0542,-0.157
KIT_291_push_recovery_stand_back08_poses_100_jpos,194,3.88,50.0,0.2824,0.9972,0.0265,0.0047,0.2292,1.239,1.1045,7.927,384.91,0.2526,0.0,0.0,0.5464,-0.0,0.00565,5e-05,5e-05,1.8041,-0.1567,-0.5,0.0105,0.2348,1.1642,1.3535,-0.0525,-0.2954
KIT_291_push_recovery_stand_back09_poses_100_jpos,325,6.5,50.0,0.1747,0.9444,0.0324,0.0048,0.1514,0.7854,0.7674,8.0181,207.89,0.1631,0.0,0.0,0.7446,0.0,0.00454,9e-05,9e-05,0.6154,-0.1147,-0.5,0.0053,0.2184,1.1009,1.3783,-0.0463,-0.1723
KIT_291_push_recovery_stand_back10_poses_100_jpos,300,6.0,50.0,0.1833,0.9947,0.028,0.0051,0.1529,0.8027,0.8246,8.0749,217.03,0.1833,0.0,0.0,0.6767,0.0,0.00623,9e-05,9e-05,0.6667,-0.1232,-0.5,0.0063,0.2368,1.1364,1.3391,-0.0451,-0.1648
KIT_291_push_recovery_stand_front01_poses_100_jpos,250,5.0,50.0,0.1657,0.7884,0.0307,0.0053,0.2297,1.3685,0.6603,5.6467,226.57,0.1,0.0,0.0,0.72,-0.0,0.00824,4e-05,4e-05,1.4,-0.0891,-0.5,0.0051,0.2249,1.1346,1.4275,-0.0427,-0.2885
KIT_291_push_recovery_stand_front02_poses_100_jpos,250,5.0,50.0,0.183,0.8376,0.029,0.006,0.2393,1.3985,0.8059,5.4677,256.29,0.132,0.0,0.0,0.32,0.0,0.00858,0.00141,0.00141,1.4,-0.1186,-0.5,0.0118,0.2017,1.1354,1.3473,-0.0624,-0.2774
KIT_291_push_recovery_stand_front03_poses_100_jpos,251,5.02,50.0,0.1892,0.8924,0.0358,0.0067,0.2984,1.8065,0.8294,5.999,270.88,0.1355,0.0,0.0,0.6135,0.0,0.01068,0.00014,0.00014,1.5936,-0.1119,-0.5,0.0113,0.2448,1.159,1.4656,-0.0559,-0.3282
KIT_291_push_recovery_stand_front04_poses_100_jpos,250,5.0,50.0,0.2,0.8713,0.0429,0.0077,0.2787,1.4755,0.9174,5.7765,283.83,0.168,0.0,0.0,0.652,-0.0,0.00657,1e-05,1e-05,1.6,-0.1232,-0.5,0.0142,0.2318,1.1601,1.4309,-0.054,-0.3547
KIT_291_push_recovery_stand_front05_poses_100_jpos,250,5.0,50.0,0.1966,0.9012,0.0388,0.0066,0.2787,1.7085,0.8302,6.2569,321.2,0.068,0.0,0.0,0.62,-0.0,0.00443,0.00022,0.00022,1.6,-0.0796,-0.5,0.0223,0.2022,1.1361,1.4515,-0.0493,-0.3251
KIT_291_push_recovery_stand_front06_poses_100_jpos,250,5.0,50.0,0.2019,0.8746,0.0425,0.0072,0.2729,1.4835,0.8674,5.6972,225.8,0.144,0.0,0.0,0.564,0.0,0.0089,0.00019,0.00019,1.6,-0.1191,-0.5,0.0117,0.2577,1.1768,1.45,-0.0619,-0.3274
KIT_291_push_recovery_stand_front07_poses_100_jpos,250,5.0,50.0,0.222,0.9421,0.0348,0.0069,0.2739,1.2991,0.8882,5.5939,228.72,0.096,0.0,0.0,0.68,0.0,0.00263,3e-05,3e-05,1.2,-0.0939,-0.5,0.0148,0.2232,1.1547,1.3684,-0.0546,-0.3091
KIT_291_push_recovery_stand_front08_poses_100_jpos,250,5.0,50.0,0.2083,0.8929,0.0438,0.0073,0.2552,1.5218,0.8633,5.8932,296.86,0.216,0.0,0.0,0.412,-0.0,0.01252,0.0018,0.0018,1.8,-0.1576,-0.5,0.0171,0.2271,1.1653,1.4617,-0.0694,-0.3086
KIT_291_push_recovery_stand_front09_poses_100_jpos,250,5.0,50.0,0.2015,0.8301,0.0441,0.0073,0.2731,1.5325,0.8893,6.1029,339.78,0.188,0.0,0.0,0.588,0.0,0.00321,0.00094,0.00094,1.2,-0.1373,-0.5,0.0127,0.205,1.1494,1.4736,-0.0611,-0.359
KIT_291_push_recovery_stand_front10_poses_100_jpos,196,3.92,50.0,0.2623,0.882,0.0371,0.0074,0.2991,1.2912,1.1156,5.4333,326.1,0.3061,0.0,0.0,0.449,-0.0,0.01009,0.00097,0.00097,1.2755,-0.196,-0.5,0.0438,0.2213,1.1827,1.3832,-0.0727,-0.2957
KIT_291_push_recovery_stand_left01_poses_100_jpos,249,4.98,50.0,0.2865,0.8498,0.0423,0.0093,0.4899,1.9442,0.994,3.9698,283.41,0.1406,0.0,0.0,0.4297,0.0,0.01185,1e-05,1e-05,3.4137,-0.1414,-0.5,0.0855,0.2228,1.1336,1.2807,-0.0599,-0.3697
KIT_291_push_recovery_stand_left02_poses_100_jpos,304,6.08,50.0,0.2158,0.7115,0.0329,0.0065,0.359,1.3901,0.7808,4.246,240.48,0.0362,0.0,0.0,0.4572,0.0,0.00722,6e-05,6e-05,2.6316,-0.0877,-0.5,0.0494,0.1949,1.0858,1.2255,-0.049,-0.252
KIT_291_push_recovery_stand_left03_poses_100_jpos,250,5.0,50.0,0.2708,0.7744,0.0353,0.0092,0.4801,1.4962,1.0288,4.119,473.15,0.372,0.0,0.0,0.344,-0.0,0.0149,0.00035,0.00035,2.4,-0.2255,-0.5,0.0754,0.2258,1.1578,1.3117,-0.0578,-0.361
KIT_291_push_recovery_stand_left04_poses_100_jpos,227,4.54,50.0,0.2587,0.7275,0.0408,0.0082,0.4579,1.3245,1.0359,3.4198,545.52,0.1189,0.0,0.0,0.4361,0.0,0.01237,0.00111,0.00111,3.304,-0.1236,-0.5,0.0787,0.2337,1.1228,1.3717,-0.0615,-0.3859
KIT_291_push_recovery_stand_left05_poses_100_jpos,239,4.78,50.0,0.2778,0.7999,0.0423,0.0102,0.4547,1.5689,1.0158,3.223,478.83,0.1925,0.0,0.0,0.3222,-0.0,0.01189,0.00123,0.00123,3.7657,-0.166,-0.5,0.0884,0.2072,1.1228,1.3216,-0.0685,-0.3902
KIT_291_push_recovery_stand_left06_poses_100_jpos,271,5.42,50.0,0.2682,0.7978,0.0379,0.0089,0.4318,1.4052,0.9207,4.7353,413.87,0.1697,0.0,0.0,0.3875,-0.0,0.00974,0.00089,0.00089,2.583,-0.1549,-0.5,0.0708,0.2507,1.1062,1.3141,-0.0719,-0.3552
KIT_291_push_recovery_stand_left07_poses_100_jpos,208,4.16,50.0,0.3501,0.8482,0.0382,0.0087,0.6025,1.4278,1.154,4.8065,455.18,0.1346,0.0,0.0,0.1971,-0.0,0.01255,0.00015,0.00015,4.0865,-0.1536,-0.5,0.078,0.2752,1.2045,1.4065,-0.0723,-0.3125
KIT_291_push_recovery_stand_left08_poses_100_jpos,269,5.38,50.0,0.2213,0.688,0.0416,0.0073,0.4426,1.3105,0.9202,4.3831,332.63,0.3383,0.0,0.0,0.3903,0.0,0.01344,0.00181,0.00181,2.4164,-0.2154,-0.5,0.0508,0.2429,1.1169,1.3506,-0.0653,-0.3825
KIT_291_push_recovery_stand_left09_poses_100_jpos,288,5.76,50.0,0.2334,0.6939,0.0369,0.0064,0.4265,1.218,0.8865,4.3168,278.18,0.0486,0.0,0.0,0.4236,0.0,0.00607,0.00202,0.00202,3.125,-0.0962,-0.5,0.0533,0.1921,1.1213,1.2893,-0.0589,-0.3119
KIT_291_push_recovery_stand_left10_poses_100_jpos,315,6.3,50.0,0.2274,0.7032,0.0468,0.0078,0.4288,1.2638,0.9865,4.6667,321.78,0.0603,0.0,0.0,0.454,-0.0,0.00509,0.00085,0.00085,2.5397,-0.1001,-0.5,0.0372,0.2182,1.138,1.3201,-0.0595,-0.37
KIT_291_push_recovery_stand_right01_poses_100_jpos,202,4.04,50.0,0.3078,0.7794,0.0411,0.008,0.4188,1.289,1.0357,3.9405,489.44,0.1238,0.0,0.0,0.3416,0.0,0.01252,0.0004,0.0004,3.2178,-0.1421,-0.5,0.0846,0.2553,1.1471,1.4605,-0.0702,-0.4101
KIT_291_push_recovery_stand_right02_poses_100_jpos,227,4.54,50.0,0.2206,0.6995,0.0439,0.0078,0.2825,0.8957,0.8514,3.1499,351.43,0.022,0.0,0.0,0.4846,0.0,0.00527,0.00011,0.00011,3.0837,-0.0875,-0.5,0.0631,0.2516,1.0848,1.4395,-0.0592,-0.415
KIT_291_push_recovery_stand_right03_poses_100_jpos,233,4.66,50.0,0.3131,0.8262,0.0477,0.0081,0.4846,1.6744,1.1853,4.6409,532.69,0.176,0.0,0.0,0.382,-0.0,0.01036,0.00028,0.00028,3.4335,-0.1545,-0.5,0.082,0.3025,1.174,1.4906,-0.0616,-0.1873
KIT_291_push_recovery_stand_right04_poses_100_jpos,200,4.0,50.0,0.2846,0.7708,0.0405,0.0085,0.4808,1.3894,1.1131,3.925,392.96,0.2,0.0,0.0,0.42,-0.0,0.01071,0.00011,0.00011,3.0,-0.1637,-0.5,0.0793,0.2747,1.142,1.4467,-0.0673,-0.3564
KIT_291_push_recovery_stand_right05_poses_100_jpos,200,4.0,50.0,0.3039,0.8782,0.0469,0.0087,0.4654,1.2322,1.0851,4.2023,404.14,0.115,0.0,0.0,0.38,-0.0,0.00697,0.00064,0.00064,2.75,-0.1396,-0.5,0.0908,0.2686,1.1168,1.4472,-0.0723,-0.4058
KIT_291_push_recovery_stand_right06_poses_100_jpos,200,4.0,50.0,0.3282,0.8899,0.0413,0.0099,0.5546,1.4422,1.2163,4.0711,518.5,0.25,0.0,0.0,0.31,-0.0,0.01301,0.00137,0.00137,3.5,-0.1863,-0.5,0.1029,0.2818,1.1945,1.4424,-0.0607,-0.25
KIT_291_push_recovery_stand_right07_poses_100_jpos,201,4.02,50.0,0.3068,0.8492,0.0457,0.0083,0.492,1.1875,1.1564,3.3468,462.16,0.1692,0.0,0.0,0.3134,-0.0,0.01139,0.00103,0.00103,2.9851,-0.1585,-0.5,0.0941,0.2562,1.1437,1.4303,-0.0655,-0.2386
KIT_291_push_recovery_stand_right08_poses_100_jpos,225,4.5,50.0,0.3073,0.8902,0.036,0.0078,0.523,1.4547,0.9879,4.6382,316.35,0.0756,0.0,0.0,0.4622,-0.0,0.01106,3e-05,3e-05,2.2222,-0.1227,-0.5,0.0579,0.2329,1.1658,1.2933,-0.0629,-0.3045
KIT_291_push_recovery_stand_right09_poses_100_jpos,213,4.26,50.0,0.3117,0.8473,0.0295,0.0074,0.5287,1.614,0.9742,4.1592,303.29,0.0751,0.0,0.0,0.4319,-0.0,0.00696,0.0,0.0,2.8169,-0.1238,-0.5,0.102,0.2497,1.1058,1.3609,-0.0752,-0.3888
KIT_291_push_recovery_stand_right10_poses_100_jpos,221,4.42,50.0,0.3021,0.8531,0.0341,0.0068,0.5221,1.6272,0.9352,4.4815,320.18,0.0452,0.0,0.0,0.4661,-0.0,0.00511,0.00018,0.00018,2.4887,-0.1,-0.5,0.0912,0.2737,1.1201,1.3457,-0.061,-0.4222
KIT_291_shake_hand04_poses_100_jpos,237,4.74,50.0,0.0094,0.0223,0.0112,0.0037,0.1187,0.2789,0.4164,4.5301,406.57,0.0,0.0,0.0,1.0,-0.0,0.00057,0.00036,0.00036,0.0,-0.024,-0.032,0.0089,0.0277,1.018,1.0955,-0.0311,-0.1311
KIT_291_shake_hand05_poses_100_jpos,212,4.24,50.0,0.01,0.0206,0.0116,0.0038,0.1249,0.2585,0.453,4.177,381.53,0.0,0.0,0.0,1.0,-0.0,0.00106,4e-05,4e-05,0.0,-0.0255,-0.0307,0.01,0.022,1.0173,1.0895,-0.0336,-0.1265
KIT_291_walk_like_an_egyptian01_poses_100_jpos,172,3.44,50.0,0.0234,0.0428,0.0276,0.0092,0.5194,1.0707,2.1277,7.4621,1034.89,0.0,0.0,0.0,0.5233,-0.0,0.0057,0.00012,0.00012,1.7442,-0.046,-0.0843,0.0313,0.1014,1.0484,1.0956,-0.0626,-0.2433
KIT_291_walk_like_an_egyptian05_poses_100_jpos,213,4.26,50.0,0.0267,0.0563,0.029,0.0107,0.5373,1.2083,2.1261,8.766,1020.33,0.0,0.0,0.0,0.7418,-0.0,0.00364,0.00018,0.00018,0.939,-0.0346,-0.1041,0.0333,0.1054,1.0548,1.0925,-0.0489,-0.249
KIT_291_walking02_poses_100_jpos,409,8.18,50.0,0.3349,0.6289,0.0371,0.0077,0.6266,1.541,0.7154,3.714,459.93,0.6015,0.0,0.0,0.2836,-0.0,0.02216,4e-05,4e-05,1.7115,-0.3262,-0.5,0.0547,0.1075,1.1623,1.3047,-0.0683,-0.3339
KIT_291_walking03_poses_100_jpos,373,7.46,50.0,0.391,0.6794,0.0409,0.0094,0.6498,1.4971,0.8769,3.7632,548.48,0.5871,0.0,0.0,0.2332,-0.0,0.0222,0.00029,0.00029,2.2788,-0.3298,-0.5,0.0638,0.1255,1.1551,1.3195,-0.0858,-0.3568
KIT_291_wave01_poses_100_jpos,187,3.74,50.0,0.0109,0.0303,0.0231,0.0087,0.2459,1.0548,0.935,9.8374,662.87,0.0,0.0,0.0,1.0,-0.0,0.00068,0.00062,0.00062,0.0,-0.0277,-0.034,0.0124,0.0389,1.0274,1.1357,-0.034,-0.1295
KIT_291_wave05_poses_100_jpos,150,3.0,50.0,0.0148,0.0402,0.0198,0.0078,0.2633,0.9349,1.346,7.8679,566.92,0.0,0.0,0.0,1.0,-0.0,0.00226,0.00047,0.00047,0.0,-0.0319,-0.0377,0.0143,0.0411,1.0182,1.123,-0.0353,-0.0619
KIT_314_bend_left01_poses_100_jpos,188,3.76,50.0,0.5342,0.9487,0.0392,0.0111,0.585,1.2832,1.4832,5.7508,369.1,0.0798,0.0,0.0,0.3085,-0.0,0.01171,0.00027,0.00027,3.7234,-0.1346,-0.5,0.0855,0.183,1.1944,1.2942,-0.0888,-0.4023
KIT_314_bend_left02_poses_100_jpos,359,7.18,50.0,0.286,0.9033,0.0393,0.0096,0.3398,1.2268,1.0793,5.957,321.57,0.1811,0.0,0.0,0.5571,0.0,0.00816,0.00023,0.00023,3.3426,-0.1453,-0.5,0.0182,0.1883,1.142,1.3309,-0.0651,-0.3756
KIT_314_bend_left03_poses_100_jpos,276,5.52,50.0,0.3612,0.8922,0.0381,0.0101,0.4139,1.2268,1.1287,5.7978,301.06,0.0725,0.0,0.0,0.5181,0.0,0.00753,0.00032,0.00032,2.3551,-0.1099,-0.5,0.0529,0.1828,1.1744,1.289,-0.0735,-0.4096
KIT_314_bend_left04_poses_100_jpos,184,3.68,50.0,0.5601,0.9142,0.037,0.011,0.6573,1.132,1.5372,5.8491,370.38,0.5054,0.0,0.0,0.1576,-0.0,0.02007,0.00012,0.00012,4.6196,-0.3117,-0.5,0.0853,0.1987,1.1955,1.3177,-0.1155,-0.3965
KIT_314_bend_left05_poses_100_jpos,210,4.2,50.0,0.4936,0.9314,0.0375,0.0109,0.5877,1.2556,1.3702,5.9591,336.24,0.0762,0.0,0.0,0.3333,-0.0,0.01276,0.00012,0.00012,3.3333,-0.1302,-0.5,0.0748,0.1932,1.1997,1.3275,-0.0932,-0.3876
KIT_314_bend_left06_poses_100_jpos,205,4.1,50.0,0.509,0.9447,0.0411,0.0114,0.5831,1.2464,1.4271,5.7725,348.12,0.0195,0.0,0.0,0.3268,-0.0,0.01015,2e-05,2e-05,2.9268,-0.1104,-0.5,0.0794,0.1819,1.1907,1.2974,-0.0936,-0.4046
KIT_314_bend_left07_poses_100_jpos,255,5.1,50.0,0.3923,0.9312,0.0408,0.0102,0.4711,1.2795,1.3361,6.099,393.19,0.2118,0.0,0.0,0.4353,0.0,0.01478,0.0001,0.0001,2.7451,-0.1604,-0.5,0.0496,0.1974,1.1953,1.3171,-0.062,-0.4039
KIT_314_bend_left08_poses_100_jpos,233,4.66,50.0,0.4457,0.8951,0.0412,0.0108,0.538,1.2235,1.3711,5.8922,333.6,0.2618,0.0,0.0,0.3433,0.0,0.01696,0.00011,0.00011,3.8627,-0.1952,-0.5,0.0662,0.2033,1.2007,1.3526,-0.0871,-0.4079
KIT_314_bend_left09_poses_100_jpos,170,3.4,50.0,0.5954,0.9544,0.041,0.0119,0.6772,1.2022,1.6605,5.9577,436.74,0.2824,0.0,0.0,0.1529,0.0,0.0176,3e-05,3e-05,4.4118,-0.2236,-0.5,0.1017,0.2035,1.2261,1.3566,-0.1043,-0.4031
KIT_314_bend_right01_poses_100_jpos,203,4.06,50.0,0.5248,1.0101,0.0458,0.0121,0.5729,1.4389,1.4969,6.3645,387.63,0.197,0.0,0.0,0.33,-0.0,0.00964,0.00028,0.00028,3.4483,-0.1885,-0.5,0.0816,0.2168,1.2131,1.3101,-0.0986,-0.3994
KIT_314_bend_right02_poses_100_jpos,159,3.18,50.0,0.6457,1.0256,0.0462,0.0128,0.747,1.5258,1.7757,6.6076,630.47,0.3962,0.0,0.0,0.0566,0.0,0.01681,0.00018,0.00018,4.4025,-0.2901,-0.5,0.1054,0.2027,1.2371,1.3324,-0.1273,-0.4068
KIT_314_bend_right03_poses_100_jpos,233,4.66,50.0,0.4567,1.0413,0.0427,0.0115,0.4752,1.4487,1.5264,6.2669,468.92,0.1459,0.0,0.0,0.4635,0.0,0.00778,0.00033,0.00033,3.4335,-0.1559,-0.5,0.0779,0.2316,1.2056,1.3146,-0.0874,-0.3978
KIT_314_bend_right04_poses_100_jpos,179,3.58,50.0,0.5993,1.0012,0.0411,0.0124,0.658,1.3499,1.7229,6.6205,428.43,0.3743,0.0,0.0,0.1788,-0.0,0.01665,1e-05,1e-05,3.6313,-0.268,-0.5,0.0967,0.2368,1.2201,1.287,-0.1178,-0.3887
KIT_314_bend_right05_poses_100_jpos,245,4.9,50.0,0.4278,1.0018,0.0394,0.0105,0.4786,1.3335,1.4414,6.1943,312.94,0.2612,0.0,0.0,0.3714,0.0,0.01335,8e-05,8e-05,2.8571,-0.1976,-0.5,0.0681,0.192,1.2034,1.3139,-0.0752,-0.378
KIT_314_bend_right06_poses_100_jpos,209,4.18,50.0,0.4883,1.0287,0.0435,0.011,0.5562,1.5029,1.5079,6.6384,368.32,0.2344,0.0,0.0,0.3397,-0.0,0.01206,0.00024,0.00024,3.3493,-0.1978,-0.5,0.0851,0.208,1.2309,1.3349,-0.0916,-0.3858
KIT_314_bend_right07_poses_100_jpos,188,3.76,50.0,0.5569,1.0305,0.043,0.011,0.5979,1.4764,1.671,6.8112,415.55,0.3723,0.0,0.0,0.2287,0.0,0.01597,6e-05,6e-05,3.1915,-0.256,-0.5,0.0917,0.2106,1.211,1.2897,-0.0985,-0.3719
KIT_314_bend_right08_poses_100_jpos,227,4.54,50.0,0.4426,1.0136,0.0408,0.0099,0.4737,1.4899,1.3422,6.1473,296.13,0.3172,0.0,0.0,0.3744,-0.0,0.01375,4e-05,4e-05,2.6432,-0.2248,-0.5,0.0757,0.2026,1.185,1.2895,-0.0873,-0.3917
KIT_314_go_over_beam01_poses_100_jpos,543,10.86,50.0,0.219,0.5479,0.0945,0.0304,0.5659,1.8526,0.9146,5.1961,298.0,0.5285,0.0,0.0,0.1436,0.0,0.03129,0.00022,0.00022,0.2762,-0.3018,-0.5,0.0376,0.1087,1.0875,1.283,-0.0778,-0.1235
KIT_314_go_over_beam02_poses_100_jpos,383,7.66,50.0,0.3097,0.7191,0.1135,0.0299,0.6908,1.9094,1.1209,6.5018,246.55,0.9217,0.0,0.0,0.0627,-0.0,0.04185,0.00048,0.00048,0.5222,-0.4653,-0.5,0.0512,0.1457,1.1038,1.368,-0.0637,-0.2243
KIT_314_go_over_beam03_poses_100_jpos,401,8.02,50.0,0.296,0.6832,0.1188,0.0317,0.6374,2.2621,1.1495,8.2887,302.07,0.783,0.0,0.0,0.0873,0.0,0.04331,3e-05,3e-05,0.7481,-0.409,-0.5,0.0401,0.1318,1.1246,1.2719,-0.0782,-0.1193
KIT_314_go_over_beam04_poses_100_jpos,386,7.72,50.0,0.316,0.7093,0.1157,0.0387,0.6895,2.0872,1.4973,6.4997,328.41,0.715,0.0,0.0,0.158,-0.0,0.04343,0.00051,0.00051,0.3886,-0.3734,-0.5,0.0484,0.1299,1.1027,1.3962,-0.0609,-0.1163
KIT_314_go_over_beam05_poses_100_jpos,321,6.42,50.0,0.3738,0.7188,0.1267,0.0399,0.8723,1.9564,1.6449,5.4488,368.28,0.7383,0.0,0.0,0.1121,0.0,0.05048,0.00024,0.00024,0.7788,-0.3839,-0.5,0.0579,0.1409,1.1161,1.2993,-0.0568,-0.1227
KIT_314_go_over_beam06_poses_100_jpos,364,7.28,50.0,0.3452,0.7085,0.1127,0.0414,0.8085,2.1552,1.4621,5.609,386.98,0.6319,0.0,0.0,0.1868,-0.0,0.04655,0.00017,0.00017,0.5495,-0.3374,-0.5,0.053,0.1226,1.1198,1.4227,-0.0488,-0.1749
KIT_314_go_over_beam07_poses_100_jpos,338,6.76,50.0,0.3775,0.7756,0.1645,0.0561,1.1328,34.7841,2.0062,143.99,436.24,0.7426,0.0,0.0,0.0533,-0.0,0.05247,0.0018,0.0018,0.4438,-0.3911,-0.5,0.0662,0.1668,1.1384,1.6596,-0.0774,-0.1241
KIT_314_go_over_beam08_poses_100_jpos,365,7.3,50.0,0.3587,0.7809,0.1566,0.0549,1.0928,32.3255,1.963,143.99,457.26,0.7836,0.0,0.0,0.2137,0.0,0.0424,3e-05,3e-05,0.274,-0.3965,-0.5,0.0507,0.1506,1.1585,1.4898,-0.0297,-0.1346
KIT_314_go_over_beam09_poses_100_jpos,331,6.62,50.0,0.3875,0.7664,0.1512,0.0456,1.6072,34.3713,2.1922,143.99,503.08,0.7764,0.0,0.0,0.0785,-0.0,0.05875,8e-05,8e-05,0.4532,-0.4053,-0.5,0.0489,0.163,1.1278,1.5462,-0.088,-0.8072
KIT_314_go_over_beam10_poses_100_jpos,287,5.74,50.0,0.4276,0.8146,0.1554,0.0563,0.8227,1.7908,2.1534,40.3636,575.5,0.7875,0.0,0.0,0.1568,0.0,0.06096,0.00016,0.00016,0.5226,-0.4062,-0.5,0.0698,0.1692,1.1694,1.4706,-0.0582,-0.1613
KIT_314_parkour01_poses_100_jpos,583,11.66,50.0,0.5522,0.9132,0.0761,0.0135,1.0389,2.1945,1.7119,7.677,491.27,0.5815,0.0,0.0,0.1492,0.0,0.02174,0.00116,0.00116,2.7444,-0.3325,-0.5,0.1026,0.2328,1.2031,1.3306,-0.0825,-0.389
KIT_314_parkour02_poses_100_jpos,498,9.96,50.0,0.6454,0.9187,0.0599,0.012,1.177,2.5052,2.0295,7.771,661.5,0.8815,0.0,0.0,0.0281,0.0,0.03002,0.00097,0.00097,0.6024,-0.4504,-0.5,0.1039,0.2569,1.206,1.3164,-0.0773,-0.1761
KIT_314_parkour03_poses_100_jpos,578,11.56,50.0,0.5606,0.9536,0.0771,0.0138,1.0587,2.3267,1.8808,7.3977,575.99,0.8408,0.0,0.0,0.0969,-0.0,0.03024,0.00025,0.00025,0.519,-0.4322,-0.5,0.1012,0.2517,1.2293,1.323,-0.0598,-0.2926
KIT_314_parkour04_poses_100_jpos,551,11.02,50.0,0.5567,0.9479,0.0676,0.013,1.0197,2.5095,1.8962,8.094,601.96,0.6189,0.0,0.0,0.1089,0.0,0.02422,0.00097,0.00097,1.9056,-0.3467,-0.5,0.0974,0.2715,1.2177,1.3564,-0.0858,-0.3369
KIT_314_parkour05_poses_100_jpos,499,9.98,50.0,0.6524,0.9945,0.0725,0.0134,1.1607,2.3851,2.2571,8.6558,704.59,0.9659,0.0,0.0,0.018,-0.0,0.03763,0.00062,0.00062,0.4008,-0.4858,-0.5,0.1221,0.2881,1.2318,1.3635,-0.0993,-0.1973
KIT_314_parkour06_poses_100_jpos,559,11.18,50.0,0.5321,0.9414,0.057,0.0117,0.9934,2.3886,1.9708,8.4588,626.83,0.653,0.0,0.0,0.136,0.0,0.02462,0.00142,0.00142,1.5206,-0.3566,-0.5,0.0966,0.2824,1.2154,1.3576,-0.0802,-0.1923
