clip,frames,fps,infeasible_frac,severe_frac,n_bins,n_elig_g0,elig_frac_g0,soft_frac_g0,n_elig_g1,elig_frac_g1,soft_frac_g1
KIT_3_turn_right10_poses_100_jpos,259,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_3_walk_with_left_support02_poses_100_jpos,377,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_3_walk_with_left_support_table01_poses_100_jpos,356,50.0,0.0028089887640449437,0.0028089887640449437,8,6,0.75,0.7925,5,0.625,0.6675
KIT_3_walking_fast02_poses_100_jpos,261,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_3_walking_fast05_poses_100_jpos,189,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
KIT_3_walking_medium01_poses_100_jpos,159,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
KIT_3_walking_medium02_poses_100_jpos,330,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_3_walking_medium06_poses_100_jpos,241,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_3_walking_slow07_poses_100_jpos,323,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_3_wave_right04_poses_100_jpos,221,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_421_push_recovery_back03_poses_100_jpos,275,50.0,0.01818181818181818,0.01818181818181818,6,5,0.833333,0.983333,3,0.5,0.65
KIT_421_push_recovery_back06_poses_100_jpos,237,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_421_push_recovery_back07_poses_100_jpos,250,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_421_push_recovery_front02_poses_100_jpos,375,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_421_push_recovery_left06_poses_100_jpos,263,50.0,0.04182509505703422,0.04182509505703422,6,5,0.833333,0.963333,3,0.5,0.63
KIT_421_push_recovery_stand_front03_poses_100_jpos,250,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_421_push_recovery_stand_front06_poses_100_jpos,175,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
KIT_421_push_recovery_stand_left02_poses_100_jpos,451,50.0,0.0066518847006651885,0.0066518847006651885,10,9,0.9,0.994,7,0.7,0.794
KIT_421_push_recovery_stand_right08_poses_100_jpos,300,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_424_bend_left05_poses_100_jpos,335,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_424_bend_left08_poses_100_jpos,266,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_424_seesaw01_poses_100_jpos,437,50.0,0.18764302059496568,0.18764302059496568,9,6,0.666667,0.817778,4,0.444444,0.595556
KIT_424_seesaw04_poses_100_jpos,409,50.0,0.2273838630806846,0.2273838630806846,9,5,0.555556,0.755556,3,0.333333,0.533333
KIT_424_seesaw09_poses_100_jpos,300,50.0,0.11333333333333333,0.11333333333333333,6,4,0.666667,0.886667,2,0.333333,0.553333
KIT_424_seesaw_backwards03_poses_100_jpos,438,50.0,0.1735159817351598,0.1735159817351598,9,6,0.666667,0.766667,4,0.444444,0.544444
KIT_424_step_over_gap05_poses_100_jpos,260,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_424_step_stones03_poses_100_jpos,592,50.0,0.2939189189189189,0.2939189189189189,12,7,0.583333,0.71,5,0.416667,0.45
KIT_424_walking_slow10_poses_100_jpos,441,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
KIT_425_bend_left03_poses_100_jpos,223,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_425_bend_left10_poses_100_jpos,254,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_425_bend_right04_poses_100_jpos,238,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_425_bend_right06_poses_100_jpos,359,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_425_step_over_gap05_poses_100_jpos,284,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_425_walking_01_poses_100_jpos,330,50.0,0.06666666666666667,0.06666666666666667,7,6,0.857143,0.894286,5,0.714286,0.751429
KIT_425_walking_fast02_poses_100_jpos,211,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_425_walking_medium03_poses_100_jpos,227,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_425_walking_slow05_poses_100_jpos,284,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_441_PizzaDelivery03_poses_100_jpos,1187,50.0,0.0,0.0,24,24,1.0,1.0,24,1.0,1.0
KIT_441_drinking05_poses_100_jpos,699,50.0,0.0,0.0,14,14,1.0,1.0,14,1.0,1.0
KIT_441_synchron04_poses_100_jpos,569,50.0,0.050966608084358524,0.050966608084358524,12,10,0.833333,0.911667,8,0.666667,0.745
KIT_442_Bouncen01_poses_100_jpos,288,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_442_PizzaDelivery05_poses_100_jpos,1500,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
KIT_4_RightTurn01_poses_100_jpos,262,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_4_WalkInClockwiseCircle07_poses_100_jpos,403,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
KIT_4_WalkInClockwiseCircle10_poses_100_jpos,389,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_4_WalkInCounterClockwiseCircle03_poses_100_jpos,392,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_4_WalkingStraightBackwards02_poses_100_jpos,275,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_513_Push_Behind_Soft02_poses_100_jpos,290,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_513_Push_Left_Hard01_poses_100_jpos,453,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_513_Push_Right_Soft03_poses_100_jpos,338,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_513_evasion05_poses_100_jpos,195,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
KIT_513_evasion06_poses_100_jpos,290,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_513_kick09_poses_100_jpos,383,50.0,0.04960835509138381,0.04960835509138381,8,7,0.875,0.9525,5,0.625,0.7025
KIT_513_parkour01_poses_100_jpos,566,50.0,0.0,0.0,12,12,1.0,1.0,12,1.0,1.0
KIT_513_seesaw_down09_poses_100_jpos,313,50.0,0.10543130990415335,0.10543130990415335,7,5,0.714286,0.9,3,0.428571,0.614286
KIT_513_seesaw_up03_poses_100_jpos,452,50.0,0.2323008849557522,0.2323008849557522,10,7,0.7,0.79,5,0.5,0.59
KIT_513_seesaw_up08_poses_100_jpos,512,50.0,0.263671875,0.263671875,11,8,0.727273,0.747273,6,0.545455,0.565455
KIT_513_seesaw_up10_poses_100_jpos,458,50.0,0.1812227074235808,0.1812227074235808,10,7,0.7,0.834,5,0.5,0.634
KIT_513_turn_left01_poses_100_jpos,354,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_513_turn_left03_poses_100_jpos,317,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_513_turn_left08_poses_100_jpos,286,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_551_cutting_banana02_poses_100_jpos,557,50.0,0.0,0.0,12,12,1.0,1.0,12,1.0,1.0
KIT_551_mixing_cooking_spoon03_poses_100_jpos,401,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
KIT_551_sponge_big01_poses_100_jpos,428,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
KIT_551_sponge_big_and_mixing_bowl_big05_poses_100_jpos,397,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_572_dance_chacha06_poses_100_jpos,580,50.0,0.0,0.0,12,12,1.0,1.0,12,1.0,1.0
KIT_572_dance_chacha15_poses_100_jpos,834,50.0,0.004796163069544364,0.004796163069544364,17,14,0.823529,0.995294,10,0.588235,0.76
KIT_572_dance_waltz06_poses_100_jpos,536,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
KIT_572_dance_waltz_01_poses_100_jpos,462,50.0,0.010822510822510822,0.010822510822510822,10,9,0.9,0.99,7,0.7,0.79
KIT_572_golf_putting05_poses_100_jpos,292,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_572_guitar_left10_poses_100_jpos,285,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_572_guitar_left13_poses_100_jpos,375,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_572_guitar_left17_poses_100_jpos,350,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_572_guitar_left18_poses_100_jpos,351,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_572_jump_right03_poses_100_jpos,264,50.0,0.007575757575757576,0.007575757575757576,6,5,0.833333,0.993333,3,0.5,0.66
KIT_572_punch_left05_poses_100_jpos,323,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_572_squat05_poses_100_jpos,247,50.0,0.22672064777327935,0.22672064777327935,5,3,0.6,0.776,1,0.2,0.22
KIT_572_stir_left09_poses_100_jpos,307,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_572_stir_right14_poses_100_jpos,474,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_572_stir_right15_poses_100_jpos,495,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_572_stomp_right02_poses_100_jpos,267,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_572_throw_left03_poses_100_jpos,171,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
KIT_572_throw_left05_poses_100_jpos,201,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_572_wave_both07_poses_100_jpos,455,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_572_wave_both13_poses_100_jpos,562,50.0,0.0,0.0,12,12,1.0,1.0,12,1.0,1.0
KIT_572_wave_left04_poses_100_jpos,291,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_572_wave_left10_poses_100_jpos,286,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_572_wave_left15_poses_100_jpos,453,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_572_wipe_circular_right05_poses_100_jpos,263,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_576_MarcusS_AdrianM09_poses_100_jpos,3749,50.0,0.0,0.0,75,75,1.0,1.0,75,1.0,1.0
KIT_674_dry_back01_poses_100_jpos,696,50.0,0.0,0.0,14,14,1.0,1.0,14,1.0,1.0
KIT_674_dry_front08_poses_100_jpos,523,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
KIT_674_shower_left_arm10_poses_100_jpos,608,50.0,0.0,0.0,13,13,1.0,1.0,13,1.0,1.0
KIT_674_shower_right_arm02_poses_100_jpos,509,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
KIT_674_shower_right_arm03_poses_100_jpos,399,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_674_wash_head02_poses_100_jpos,2838,50.0,0.00035236081747709656,0.00035236081747709656,57,56,0.982456,0.999649,54,0.947368,0.964561
KIT_675_double_pour_and_mixing02_poses_100_jpos,880,50.0,0.0,0.0,18,18,1.0,1.0,18,1.0,1.0
KIT_675_double_pour_and_mixing04_poses_100_jpos,1131,50.0,0.0,0.0,23,23,1.0,1.0,23,1.0,1.0
KIT_675_double_pour_and_mixing05_poses_100_jpos,1310,50.0,0.0,0.0,27,27,1.0,1.0,27,1.0,1.0
KIT_675_double_pour_and_mixing12_poses_100_jpos,952,50.0,0.0,0.0,20,20,1.0,1.0,20,1.0,1.0
KIT_675_dry_left_arm_14_poses_100_jpos,1090,50.0,0.04128440366972477,0.04128440366972477,22,20,0.909091,0.959091,16,0.727273,0.777273
KIT_675_dry_left_arm_15_poses_100_jpos,1269,50.0,0.014972419227738377,0.014972419227738377,26,24,0.923077,0.985385,22,0.846154,0.871538
KIT_675_dry_right_arm_014_poses_100_jpos,1005,50.0,0.011940298507462687,0.011940298507462687,21,20,0.952381,0.988571,18,0.857143,0.893333
KIT_675_dry_right_arm_015_poses_100_jpos,1165,50.0,0.0,0.0,24,24,1.0,1.0,24,1.0,1.0
KIT_675_walk_with_handrail_right01_poses_100_jpos,200,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
KIT_675_walk_with_handrail_right07_poses_100_jpos,191,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
KIT_675_walk_with_handrail_table_right009_poses_100_jpos,285,50.0,0.031578947368421054,0.031578947368421054,6,4,0.666667,0.766667,3,0.5,0.6
KIT_675_walk_with_table_left10_poses_100_jpos,368,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_675_walk_with_table_right01_poses_100_jpos,411,50.0,0.012165450121654502,0.012165450121654502,9,8,0.888889,0.988889,6,0.666667,0.673333
KIT_675_wash_left_arm_04_poses_100_jpos,4003,50.0,0.002498126405196103,0.002498126405196103,81,79,0.975309,0.991111,75,0.925926,0.941728
KIT_6_LeftTurn03_1_poses_100_jpos,273,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_6_LeftTurn07_1_poses_100_jpos,242,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_6_RightTurn10_1_poses_100_jpos,260,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_6_WalkInClockwiseCircle03_1_poses_100_jpos,357,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_6_WalkInClockwiseCircle07_1_poses_100_jpos,359,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_6_WalkInClockwiseCircle10_poses_100_jpos,362,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_6_WalkInCounterClockwiseCircle01_1_poses_100_jpos,410,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
KIT_6_WalkingStraightBackwards08_poses_100_jpos,242,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_7_WalkInClockwiseCircle06_poses_100_jpos,366,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_7_WalkInCounterClockwiseCircle04_poses_100_jpos,361,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_883_wipe_arm_vertical01_poses_100_jpos,499,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_883_wipe_back_dabbing03_poses_100_jpos,451,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_883_wipe_head_vertical03_poses_100_jpos,1008,50.0,0.0,0.0,21,21,1.0,1.0,21,1.0,1.0
KIT_883_wipe_leg_dabbing03_poses_100_jpos,463,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_883_wipe_leg_vertical07_poses_100_jpos,372,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_8_RightTurn06_poses_100_jpos,256,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_8_WalkingStraightBackwards03_poses_100_jpos,288,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_8_WalkingStraightBackwards08_poses_100_jpos,294,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_912_912_3_04_poses_100_jpos,611,50.0,0.0,0.0,13,13,1.0,1.0,13,1.0,1.0
KIT_948_Wipe_Back_Dabbing_01_poses_100_jpos,524,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
KIT_950_Wipe_Head_Dabbing_01_poses_100_jpos,475,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_950_Wipe_Head_Small_Circle_01_poses_100_jpos,468,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_950_Wipe_Leg_Dabbing_01_poses_100_jpos,243,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_950_Wipe_Leg_Dabbing_02_poses_100_jpos,327,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_952_wipe_back_biglcircles02_poses_100_jpos,614,50.0,0.0,0.0,13,13,1.0,1.0,13,1.0,1.0
KIT_952_wipe_back_smallcircle02_poses_100_jpos,528,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
KIT_955_wipe_arm_bigcircles01_poses_100_jpos,651,50.0,0.0,0.0,14,14,1.0,1.0,14,1.0,1.0
KIT_955_wipe_head_vertical01_poses_100_jpos,480,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_955_wipe_leg_bigcircles01_poses_100_jpos,552,50.0,0.0,0.0,12,12,1.0,1.0,12,1.0,1.0
KIT_969_Trial_18_poses_100_jpos,916,50.0,0.0,0.0,19,19,1.0,1.0,19,1.0,1.0
KIT_969_Trial_24_poses_100_jpos,825,50.0,0.0,0.0,17,17,1.0,1.0,17,1.0,1.0
KIT_969_Trial_33_poses_100_jpos,602,50.0,0.0,0.0,13,13,1.0,1.0,13,1.0,1.0
KIT_969_Trial_40_poses_100_jpos,552,50.0,0.0,0.0,12,12,1.0,1.0,12,1.0,1.0
KIT_969_Trial_41_poses_100_jpos,622,50.0,0.0,0.0,13,13,1.0,1.0,13,1.0,1.0
KIT_969_Trial_60_poses_100_jpos,510,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
KIT_969_Trial_62_poses_100_jpos,528,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
KIT_969_Trial_69_poses_100_jpos,687,50.0,0.0,0.0,14,14,1.0,1.0,14,1.0,1.0
KIT_969_Trial_76_poses_100_jpos,654,50.0,0.0,0.0,14,14,1.0,1.0,14,1.0,1.0
KIT_969_Trial_79_poses_100_jpos,772,50.0,0.0,0.0,16,16,1.0,1.0,16,1.0,1.0
KIT_9_WalkInClockwiseCircle04_poses_100_jpos,430,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
KIT_9_WalkInClockwiseCircle07_poses_100_jpos,413,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
KIT_9_WalkInCounterClockwiseCircle08_poses_100_jpos,390,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_9_WalkInCounterClockwiseCircle09_poses_100_jpos,420,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
KIT_9_WalkingStraightBackwards04_poses_100_jpos,242,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_9_bend_left09_poses_100_jpos,250,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_9_bend_right08_poses_100_jpos,250,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_9_step_over_gap01_poses_100_jpos,292,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_9_turn_left07_poses_100_jpos,267,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_9_walking_run01_poses_100_jpos,241,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_9_walking_run05_poses_100_jpos,228,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
KIT_9_walking_slow01_poses_100_jpos,312,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_9_walking_slow10_poses_100_jpos,370,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
SFU_0015_0015_KendoKata001_poses_120_jpos,7795,50.0,0.06401539448364336,0.0644002565747274,156,128,0.820513,0.921581,102,0.653846,0.719231
SFU_0018_0018_Walking001_poses_120_jpos,888,50.0,0.010135135135135136,0.010135135135135136,18,14,0.777778,0.936667,9,0.5,0.57
SSM_synced_20160330_03333_side_hopping_poses_59_jpos,422,50.0,0.011848341232227487,0.011848341232227487,9,7,0.777778,0.988889,5,0.555556,0.766667
SSM_synced_20161014_50033_ATUSquat_sync_poses_120_jpos,107,50.0,0.2616822429906542,0.2616822429906542,3,0,0.0,0.0,0,0.0,0.0
TCD_handMocap_ExperimentDatabase_Talking01A_poses_120_jpos,260,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
TCD_handMocap_ExperimentDatabase_TalkingC_poses_120_jpos,250,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
TCD_handMocap_ExperimentDatabase_TypingA_poses_120_jpos,250,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
TCD_handMocap_ExperimentDatabase_Walking02_B_poses_150_jpos,200,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
TCD_handMocap_ExperimentDatabase_graspLumbrical001_1_poses_120_jpos,250,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
Transitions_mocap_mazen_c3d_airkick_jumpingtwist360_poses_120_jpos,355,50.0,0.29014084507042254,0.29014084507042254,8,4,0.5,0.6675,2,0.25,0.3725
Transitions_mocap_mazen_c3d_airkick_turntwist180_poses_120_jpos,400,50.0,0.105,0.105,8,6,0.75,0.895,4,0.5,0.645
Transitions_mocap_mazen_c3d_devishdance_longjump_poses_120_jpos,511,50.0,0.33659491193737767,0.33659491193737767,11,5,0.454545,0.489091,4,0.363636,0.398182
Transitions_mocap_mazen_c3d_punchkarate_kick_poses_120_jpos,428,50.0,0.3247663551401869,0.3247663551401869,9,3,0.333333,0.515556,2,0.222222,0.286667
Transitions_mocap_mazen_c3d_twistdance_walk_poses_120_jpos,410,50.0,0.1024390243902439,0.1024390243902439,9,5,0.555556,0.715556,3,0.333333,0.377778
